id,actors,title
319,Soha Ali Khan Abhay Singh Deol Shayan Munshi,
320,Mukesh Khanna,
321,Turhan Bey William Henry Pratt Susanna Foster,
322,Arthur Stanley Jefferson Suzy Delair Oliver Hardy,Atoll K
323,Judy Davis Richard Widmark Lewis Collins,The Final Option Who Dares Wins
324,Monica Bellucci,
325,Haidar Khan Merian C. Cooper Marguerite Harrison Ernest B. Schoedsack,
326,Jonathan Joseph Heder Amy Poehler Romany Malco Regina Marie Fischer Rob Corddry John William Ferrell William Emerson Arnett William Daniels Craig Richard Nelson Nicholas Roger Swardson William Edward Fichtner,Blades of Glory
327,Isabella Fiorella Elettra Giovanna Rossellini Thomas Edward Hulce John Michael Turturro Benicio Monserrate Rafael del Toro Su00E1nchez Rosa Maru00EDa Pu00E9rez Jeffrey Leon Bridges,Fearless
328,Esha Deol Fardeen Khan Isha Koppikar,Darling
329,Elliott Goldstein Eddie Izzard Matthew Paige Damon Bernard Jeffrey McCullough Andy Garcia George Timothy Clooney Scott Caan William Bradley Pitt Donald Frank Cheadle Alfredo James Pacino Caleb Casey Affleck Ellen Rona Barkin,Ocean's Thirteen
330,Theodor Friedrich Emil Janenz Hanna Ralph Käthe Haack John Gottowt,
331,Esther Ralston Clara Gordon Bow Frank James Cooper,Children of Divorce
332,Christopher Reeve Morgan Freeman Miriam Spickler Katherine Whitton Baker,Street Smart
333,Terrance Quinn Rutger Oelsen Hauer Brandon Spencer Lee Call,
334,Allari Naresh,
335,David Bowie Takeshi Kitano Ryuichi Sakamoto Thomas Conti,"Merry Christmas, Mr. Lawrence"
336,Teri Garr Laura Miller Dedee Pfeiffer Eric Close Howard Hesseman,The Sky is Falling
337,Fernando Guillén Álex Angulo Antonio Resines,Acciu00F3n mutante
338,Masahiro Motoki Zhao Wei,The Longest Night in Shanghai
339,Liubomiras Laucevi?ius Robertas Urbonas Leslie Steven Berks Saulius Mykolaitis Rolandas Boravskis Valentinas Masalskis Šar?nas Puidokas Monika Bi?i?nait?,
340,Joel Solomon Cohen Francis Alick Howard Charles Hawtrey,
341,Shannon Bruce Snaith Mandy Moore,A Walk to Remember
342,Michael Denison Dulcie Gray,The Glass Mountain
343,KRS-One Jimmy Wales Brewster Kahle Lawrence Lessig Ward Cunningham,Truth in Numbers: The Wikipedia Story
344,Justin Jake Long Callie Thorne Sam Rockwell,Robin's Big Date
345,Peter Fitz Otto Sander Elke Schletz,
346,"James William Van Der Beek, Jr. Mark Anthony McDermott Usher Raymond Christopher Ashton Kutcher",Texas Rangers
347,Sanjay Khan Danny Denzongpa Zeenat Aman Ashok Kumar,
348,Harry von Meter Eugenie Forde Vivian Rich,
349,Guy Madison,La Battaglia dell'ultimo panzer
350,Leo Grillo Katherine Marie Heigl Tom Sizemore,Zyzzyx Rd.
351,Shyama K. N. Singh Mumtaz Begum Jehan Dehlavi Mumtaz Begum Bharat Bhushan,
352,John Martin Feeney,The Trail of Hate
353,John Meillon Terry Camilleri,The Cars That Ate Paris
354,Michael Jackson Ola Ray,
355,Tito Alonso,
356,Balraj Dutt,Yaadein
357,Joseph Angelo (Joe) D'allesandro Cathryn Harrison,Black Moon
358,Henry DeWitt Carey II,The Tenderfoot's Money
359,Kid n' Play Full Force Robin Harris,House Party
360,Gregory Walcott James Griffith Constance Smith Larry Dobkin Richard Boone Henry Herman McKinnies Jr. Richard Donald Crenna Richard Widmark Warren Stevens,
361,Emily Barclay Miranda Otto David Matthew Macfadyen,In My Father's Den
362,Archibald Alec Leach Irene Marie Dunn Randolph Scott Gail Patrick,
363,Irfan Khan Madhavan Ranganathan Kay Kay Menon Soha Ali Khan Paresh Rawal,
364,Salman Khan Shilpa Shetty Abhishek Bachchan,Phir Milenge
365,Sangeetha Silambarasan Vadivelu Meera Chopra Vedhika,
366,Kenneth Davitian Alan Wolf Arkin Steven John Carell Anne Jacqueline Hathaway Terence Stamp Dwayne Johnson William James Murray Masayori Oka,Get Smart
367,Blaise Beckjord Joe Schwartz Michael Ronning Cedric Gracia Kris Holm Trevor Snowdin Brian Lopes Chris Kovarik Chris O'Driscoll Richie Schley Gary Houseman John Cowan (Mountain-Biker) Josh Bender Mike King (Mountain-Biker) Bobby Root Robbie Bourdon,
368,Cipe Lincovsky Liv Johanne Ullmann,
369,Jonathan Lee Miller Ken Stott David Williams Robert Carlyle Matthew Richard Lucas Alan Cumming Tommy Flanagan Michael John Gambon Liv Rundgren,Plunkett & Macleane
370,Ursula Andress Stanley Baker David Warner (actor),Perfect Friday
371,Emperor Penguin,Academy Award for Documentary Feature March of the Penguins
372,Christopher Sarandon James Broderick John Holland Cazale Charles Durning Alfredo James Pacino,Dog Day Afternoon
373,Oliver Parniere Delphine Zentout,
374,Craig Sheffer Jason Scott Lee Diane Neal Alexandra Wescourt Rutger Oelsen Hauer,
375,Hoot Gibson,Masked
376,,Under Cover Man
377,Bhuvaneswari Farjana Rishi Mumaith Khan Kiran Rathod Ali Mallikharjuna Rao M. S. Narayana Brahmanandam Nagendra Babu Gadde Rajendra Prasad L. B. Sriram Tanikella Bharani Venu Madhav,
378,Deborah Jo Hunter William Forsythe (actor) Jeffrey Alan Combs,
379,,
380,Louis Feinberg Symona Boniface Jerome Lester Horwitz Al Thompson Harry Moses Horwitz Judy Malcolm Doris Houck Ethelreda Leopold,
381,"Jean Stapleton James Jonah Cummings Donal Gibson Linda Hunt David Ogden Stiers Russell Means Irene Bedard William George Zane, Jr.",
382,"Tommy Lee Jones Donald McNichol Sutherland James Scott Bumgarner Clinton Eastwood, Jr.",Space Cowboys
383,Michael Hordern Derek Jules Gaspard Ulric Niven van den Bogarde Jon Whiteley Cyril Cusack,
384,Mariel Hadley Hemingway Colin Firth Iréne Jacobs,
385,Birger Malmsten Stig Olin Maj-Britt Nilsson,Till glu00E4dje
386,Virginia Clara Jones Tom D'Andrea Zachary Scott Helen Westcott Dorothy Malone,
387,Dorothy Stickney Cornelia Otis Skinner Alfred Reginald Jones Ruth Carol Hussey Gail Russell George William Crisp,
388,Lily Claudette Chauchoin Robert Bushnell Ryan Jane Cowl,The Secret Fury
389,Krishna Bhanji Patricia Davies Clarkson John Peter Sarsgaard Penu00E9lope Cruz Su00E1nchez Sonja Bennett Debbie Harry Dennis Lee Hopper,Elegy
390,Catherine Louise Sagal John William DiMaggio Billy West (voice actor) Tress MacNeille Maurice LaMarche,Futurama: Bender's Big Score
391,"Ivo Livi, born of Catholic peasants in Italy",
392,Emraan Hashmi Tusshar Kapoor Isha Sharvani Paresh Rawal Tanushree Dutta,
393,Willa O'Neill,Scarfies
394,Lucas Puig Brandon Biebel Eric Koston Marc Johnson (skateboarder) Rob Welsh Guy Mariano Nick Jensen JB Gillet Mike Mo Capaldi Cairo Foster Jesus Fernandez (skateboarder) Danny Brady Rick Howard Alex Olson Jeff Lenoce Scott Johnston JJ Rousseau Anthony Pappalardo Mike Caroll,
395,Mel Blanc,
396,Donald McNichol Sutherland Karen Blanche Ziegler Oliver Burgess Meredith William Atherton,The Day of the Locust
397,Bruce Spence,Where the Green Ants Dream
398,Edward Glen Mara Elizabeth Wilson Cody McMains Peter Henry Fonda Russell Means Michael E. Rodgers Alexander Rae Baldwin III Kevin Frank Britt Allcroft Colm Feore Linda Ballantyne Neil Crone Susan Roman Didi Conn,
399,Stina Ekblad Erland Josephson,Amorosa
400,Donald Sumpter Mary Collinson Opal Butterfly Flanagan (model) Madeleine Collinson,
401,Ferrah Leni Fawcett Rex Reed Jo Raquel Tejada John Marcellus Huston Mary Jane West,
402,Ralph Nathaniel Twisleton-Wykeham Fiennes Angela Bassett Juliette Lewis,Strange Days
403,Suhasini Rajaram Naidu Sumanth Parvati Melton,Madhumasam
404,Salman Khan Shilpa Shetty Sanjay Dutt Raveena Tandon,Dus
405,Tak Sakaguchi,
406,Sebastian Cabot Leo Gordon Strother Martin George Montgomery Letz Diane Brewster,
407,Anula Karunatilleke Punya Heendeniya Tony Ranasinghe,
408,Giuseppe Ieracitano Valentina Scalici Enrico Lo Verso,Il Ladro di bambini Grand Prix (Cannes Film Festival)
409,Susan Kingsley Rainbow Harvest Alyssa Jayne Milano Danny Aiello Roxanne Hart Nell Barry Sarah Boyd,
410,Jessica Dunphy,Dark Harvest
411,Charlotte Stewart Marvin John Nance Jeanne Bates,Eraserhead
412,Sangeeta Sabiha Tariq Aziz (actor) Shahid (actor) Talish,
413,Charles Dennis Buchinsky Jill Ireland Robert Selden Duvall,
414,Francis Xavier Aloysius James Jeremiah Keenan Wynn John Allen Astin Peter Alexander Ustinov Pamela Tiffin Jonathan Winters Harry Bratsburg,
415,David Essex Adam Faith,Stardust
416,Timothy Francis Robbins Fred Ward Rosalie Anderson MacDowell Bruce Davison Julie Anne Smith,Short Cuts Golden Lion
417,,Going Upriver
418,John Saxon Michael Dante David Opatoshu Janice Lynde Lynda Day George,Beyond Evil
419,Ernest Frederick McIntyre Bickel Cedric Webster Hardwicke Charles Laughton Rochelle Hudson,
420,Kitty Bradbury Joseph Francis Keaton Joseph Frank Keaton VI Craig Ward Natalie Talmadge Monte Collins Buster Keaton Jr. Ralph Bushman Joe Roberts,
421,Isabelle Breitman Guillaume Canet,Narco
422,,Renegades
423,Pran Sadhana Shivdasani Shammi Kapoor,
424,Vladimir Vujoviu0107 Cecile Aubrey,Golden Lion
425,Caroline Cellier Jean Yanne Michel Duchaussoy,
426,Maurice Evans (actor) Janet Cole James Daly (actor) John Charles Carter Roderick Andrew Anthony Jude McDowall James Whitmore Linda Harrison,Planet of the Apes
427,Ralf Möller Michael Paré Will Sanderson,
428,Sergi López Juan Moreno y Herrera Jimu00E9nez Juliette Binoche,Jet Lag
429,Georgianna Carter John Joseph Nicholson Robert Bean,
430,Angus Macfadyen Irving Rameses Rhames Freddie Prinze Jr. Roselyn Sanchez,
431,Heidi Van Lier as Heather,
432,Andrés Pajares Gabino Diego Carmen Garcu00EDa Maura,
433,James Stewart (actor) Vera June Ralston,
434,Constance Campbell Bennett Joel Albert McCrea Pert Kelton,Bed of Roses
435,Jennifer Marie Morrison Loretta Devine Hart Matthew Bochner Eva Mendes Matthew Davis Rebecca Gayheart,Urban Legends: Final Cut
436,Robert Loggia Leonard Simon Nimoy Ingrid Bergman Ned Thomas Beatty Judy Davis,A Woman Called Golda
437,Jerome Lester Horwitz Dudley Dickerson Monte Collins Harry Moses Horwitz Bud Jamison Larry Fine (actor) Bess Flowers,
438,Li Xiaoran Mylène Jampanoï,Les Filles Du Botaniste
439,Guy Bridges Kibbee Ricardo Cortez Al Jolson Dolores del Rio Katharine Edwina Gibbs Richard Ewing Powell,
440,Kemal Sunal Metin Akp?nar Meltem Cumbul,
441,,The Dark
442,Charles West (actor),A Frightful Blunder
443,Maria Schell Yuliy Borisovich Brynner,The Brothers Karamazov
444,Barbara Rey Maria Perschy Jack Taylor,Ghost Galleon
445,Jane Greer Josu00E9 Ramu00F3n Gil Samaniego Patric Knowles William Bendix Robert Mitchum,The Big Steal
446,Corey Scott Feldman Maureen Flannigan Corey Ian Haim Geoffrey Lewis (actor) Demetra Hampton Robert Mandan,Damian'S National Lampoon's Last Resort
447,Anna Louise Friel Brenda Fricker Jamie Draven Ciaran McMenamin Sean McGinley,
448,Noel Ferrier Linda Hunt Michael Murphy (actor) Susan Alexandra Weaver Bill Kerr Mel Gibson,The Year of Living Dangerously
449,Claus Holm Debralee Griffin Valéry Inkijinoff Walter Reyer Paul Hubschmid,
450,Myrna Adele Williams John Sidney Blyth,Topaze
451,Roy Dotrice Shelby Fiddis,The Corsican Brothers Cheech & Chong's The Corsican Brothers
452,Lance Armstrong George Hincapie,
453,Tommy Lee Jones Julio Cedillo January Jones Barry Robert Pepper Dwight Yoakam,
454,Elliott Goldstein David Fitzgerald Doyle Samuel Atkinson Waterston Craig Kenneth Bruderlin Harold Rowe Holbrook Jr. O. J. Simpson James Karnofsky Aristotelis Savalas Karen Blanche Ziegler Brenda Vaccaro David Huddleston,Capricorn One
455,u5F35u767Cu5B97 (Cheung Fat Chung) Moses Chan Sunny Chan,Tristar
456,"Yvonne Lime
Bret Halsey
Jana Lund",
457,Antonino Giovanni Ribisi Shirley MacLean Beaty Olympia Dukakis Rosario Dawson Lindsay Dee Lohan,
458,William Hansen Jill Clayburgh Michael C. Gwynne Donald Moffat George Segal Richard A. Dysart Joan Ann Hackett,
459,Edythe Marrenner Raymond Hart Massey Kieron Moore James Norval Harald Justice Eldred Gregory Peck,David and Bathsheba
460,Emmanuelle Riva Philippe Noiret,
461,Rose Arianna McGowan Donald Edmond Wahlberg,Southie
462,Biagio Anthony Gazzara Jolie Peters Uma Karuna Thurman Justin W. Chambers Juliette Lewis Virginia Cathryn Rowlands,
463,Max Adalbert Paul Wagner,Der Hauptmann von Ku00F6penick
464,Khristofor Lawl Rossianov Hank Hightower,
465,Victoria Vetri William Smith (actor),Invasion of the Bee Girls
466,,Insanitarium
467,Kate Mara Michael Cassidy (actor) Cornelius Crane Chase Ryan Whitney Newman Kevin Joseph Zegers Courteney Cox Arquette Elmore Rual Torn Ridge Canipe Danny McCarthy Spencer Breslin Timothy Alan Dick,Zoom
468,Laila Cochin Haneefa Manivannan Sushmita Sen Manisha B. Koirala Vijayakumar Arjun (actor) Vadivelu Raghuvaran,
469,Michael Vartan Robin McLaurim Williams Connie Inge-Lise Nielsen Erik Ki La Salle Dylan Daniel Smith Gary Cole,One Hour Photo
470,Yuan Ding Jiang Wen Jiang Hongbo Kagawa Teruyuki,Devils on the Doorstep Grand Prix (Cannes Film Festival)
471,Mimi Heinrich,
472,Denise Michelle Crosby,
473,Hilary Duff Christy Carlson Romano,
474,Raakhee Gulzar Shanti Priya Rajiv Hari Om Bhatia,
475,Tamiyo Kusakari Kôji Yakusho,Shall We Dansu?
476,,
477,moe.,
478,Walter Houghston Muriel Angelus Ronald Charles Colman Ida Lupino,The Light That Failed (1939 Film)
479,Maurice Denham Ronald Squire A. E. Matthews Ann Lancaster Eldred Gregory Peck Joyce Irene Phipps,
480,Tusshar Kapoor Anupam Kher Gracy Singh Amrita Arora,Shart: The Challenge
481,Georges Corraface Kurt Vogel Russell Walter Stacy Keach Jr. Peter Henry Fonda Clifford Parker Robertson III Steven Vincent Buscemi,Escape from L.A.
482,Mary Murphy,Hell's Island
483,Sada Carolyn Thompson Richard Earl Thomas,
484,Vijayaraj Livingston (actor) Devayani Raghuvaran,
485,Choosak Iamsook Pongsak Pongsuwan,
486,Miloš Kopecký Kv?ta Fialová Michal Do?olomanský Ladislav Pešek Rudolf Hrušínský Na?a Konvalinková,
487,"Frances Ethel Gumm Joseph Yule, Jr.",Babes in Arms
488,Madhuri Shankar Dixit Salman Khan Shahrukh Khan Bappi Lahiri,
489,Virginia Cathryn Rowlands Elden Henson Kieran Culkin Harry Dean Stanton Sharon Vonne Stone,The Mighty
490,Kevin Norwood Bacon Jami Gertz,Quicksilver
491,Alyssa Jayne Milano Emily Rios Yorick van Wageningen,The Blue Hour
492,Ornella Muti Alberto Sordi Vittorio Gassman Ugo Tognazzi,
493,Max Bing,
494,,Perversidade
495,Taylor Nichols Carolyn Farina Chris Eigeman Edward Clements Dylan Hundley,Metropolitan
496,Louis John Bartels,That's My Line
497,Toshir? Mifune Y?ko Tsukasa Isao Yamagata Shigeru Kôyama Michiko Otsuka Tatsuyoshi Ehara Tatsuya Nakadai Etsuko Ichihara,Samurai Rebellion
498,Hoot Gibson,Wolf Tracks
499,John Carroll O'Connor,
500,"George Dzundza Jeff Fahey Clinton Eastwood, Jr.",White Hunter Black Heart
501,Mohnish Bahl Sachin Khedekar Tabassum Hashmi Smita Jaykar,
502,u0E40u0E01u0E28u0E23u0E34u0E19 u0E40u0E2Du0E01u0E18u0E27u0E31u0E0Au0E01u0E38u0E25,
503,,Shangoul & Mangoul
504,Michael Pink Henry Rollins Margo Sappington William Shatner Elizabeth Shatner Ben Folds,
505,Jason Flemyng Andrew Tiernan Christopher Fairbank,0466909 The Bunker
506,Daniel Edward Aykroyd Alan Wolf Arkin Amelia Fiona J. Driver John Paul Cusack,Grosse Pointe Blank
507,George Campbell Scott Joanne Gignilliat Trimmier Woodward,
508,Mary Philbin Hans Walter Konrad Veidt,
509,Phil Hoover Rod Perry Edward Cross Charles Howerton Charles Robinson,The Black Gestapo
510,David Brian Lucille Fay LeSueur Sydney Hughes Greenstreet Zachary Scott,Flamingo Road
511,,Shell Shock
512,Marion Pauline Levy Luise Rainer Alan Marshal (actor) Julia Jean Mildred Frances Turner,
513,La Raine Johnson Gene Raymond Robert Mitchum William Brian de Lacy Aherne,The Locket
514,Lewis Delaney Offield Charles Chaplin Marion Pauline Levy,The Great Dictator
515,"Aditya
Neshtra",
516,Trisha Krishnamurthy Krishna bhagavan Nitin,Allari Bullodu
517,Jamshad Shaam Laila Mehdin Asin Thottumkal Pooja (actress),
518,James Stewart (actor) Farley Earle Granger II John Dall Thompson Cedric Webster Hardwicke Constance Collier,Rope
519,,
520,Michael Harris (actor) Kathryn Morris Jay Underwood Michael D. Roberts,Sleepstalker
521,Mae Questel Julie Deborah Kavner Jesse Borrego Heather McComb Maria de Lourdes Villiers-Farrow Steven Vincent Buscemi Talia Rose Coppola Don Novello Giancarlo Giannini Rosanna Lauren Arquette Nicholas King Nolte,New York Stories
522,Byron Elsworth Barr Rose Joan Blondell Dina Merrill Spencer Bonaventure Tracy Katharine Hepburn,
523,Barbara Kellerman Roger George Moore James David Graham Niven Trevor Howard Eldred Gregory Peck Daniel Patrick Macnee,The Sea Wolves
524,,
525,"Robert E. Bean
Heather Harris",Darth Vader's Psychic Hotline
526,Mieko Nagai,Uchu00FBjin Tokyo ni arawaru
527,James Francis Cagney Jr. Barbara Hale,
528,Tommy Chong Graham Arthur Chapman John Marwood Cleese Martin Hewitt (actor) Richard Anthony Marin James Neville Mason Kenneth Mars Peter Edward Cook Terence Alan Milligan Martin Alan Feldman Michael Hordern Madeline Kahn Eric Idle Peter Lawrence Boyle,Yellowbeard
529,Jack Whiting Bernice Claire Francis Curray McHugh Joe E. Brown Laura Lee,
530,Karla Smith Iris Churn Alexia Keogh Karen Fergusson Kerry Fox Sarah Llewellyn Francesca Collins Jessie Mune Melina Bernecker Mark Morrison (actor) Kevin J. Wilson,An Angel at My Table
531,Dana Elaine Owens Holly P. Hunter Martin Donovan,Living Out Loud
532,Rex Bell Richard Tucker (actor) Belle Bennett Leon Janney Marian Nixon,
533,Francis Harper Raiford Chatman Davis Andre Braugher Wendell Pierce De'aundre Bonds Gabriel Casseus Richard Jay Belzer Thomas Jefferson Byrd Isaiah Washington IV Bernard Jeffrey McCullough Harry Joseph Lennix Charles Stanley Dutton Albert Hall (actor) Roger Guenveur Smith,Get on the Bus
534,Brenda Vaccaro Ron Liebman George Hamilton (actor) Mary Laurence Hutton,"Zorro, The Gay Blade"
535,"Two uncredited male sexual performers, and one female non-sexual performer",
536,A. Barrett Worland Jamie McCoy,Children of the Living Dead
537,Sydney Hughes Greenstreet Humphrey DeForest Bogart Gladys Smith,
538,Shiney Ahuja Dharmendra Isha Koppikar Preity Zinta,
539,Jeremy Piven Peter Greene Emilio Estévez Stephen Dorff Jr. Denis Leary Cuba Gooding Jr.,
540,Olga Zubarry Santiago Gómez Cou Carlos Cores,
541,Tim Conway Ronnie Schell Yvonne Wilder,
542,Walter John Matthow Louise Sorel Jenny Sullivan Barbara Harris (actress) Lyova Haskell Rosenthal Lois Maureen Stapleton,
543,Estelita Rodriguez Jim Davis Narda Onyx John Lupton Cal Bolder,
544,Faisal Khan Twinkle Khanna Aamir Khan Johnny Lever Aishwarya Rai,
545,Nancy Travis Issur Danielovitch Michael Andrew Fox,Greedy
546,S.S.Chandran Sivaji Rao Gaekwad Radha Ravi Ravi Mayilsami,
547,John Stephen Goodman Paul Calderon William Hickey (actor) Alfredo James Pacino Michael Rooker Richard Jenkins Ellen Rona Barkin,
548,Rajnikanth Radha,
549,Oliver Hardy Billy West (silent film actor),The Straight and Narrow
550,Fabio Testi Warren Mercer Oates Jennifer Ann Agutter,"China 9, Liberty 37"
551,Nassar Kamal Hassan Jayaram Madhavan Ranganathan Geetu Mohandas,Nala Damayanthi
552,Angharad Rees Derek Godfrey Jane Merrow Keith Bell Eric Richard Porter,
553,Roy Atwell Lucille La Verne Adriana Caselotti Pinto Colvig,Snow White and the Seven Dwarfs
554,Alberta Watson Andrea Louise Martin Miriam Shor Michael Pitt Stephen Trask John Cameron Mitchell,"Hedwig and the Angry Inch Hedwig And The Angry Inch ""Wig In A Box"""
555,Hiroshi Koizumi Yosuke Natsuki Yuriko Hoshi Akiko Wakabayashi,"Ghidorah, the Three-Headed Monster"
556,Sofia Villani Scicolone Alan Badel John Herman Merivale Harold Kasket Eldred Gregory Peck,Arabesque
557,"Abraham Charles Vigodah John Holland Cazale Robert Selden Duvall James Langston Edmund Caan Alfredo James Pacino Talia Rose Coppola Richard S. Castellano Marlon Brando, Jr. Diane Hall",
558,Alan Alda Marisa Tomei Ashley Johnson Bette Midler Mel Gibson Helen Elizabeth Hunt,What Women Want
559,Henry Warren Beaty John Joseph Nicholson Susan Antonia Williams Stockard,The Fortune
560,Bruce Paul Abbott Jeffrey Alan Combs,Re-Animator
561,Morris Chestnut,
562,David Huffman Cassie Yates Arthur William Matthew Carney Albert Salmi,
563,Philip St. John Basil Rathbone William Nigel Ernle Bruce,
